PIDES
AlphaP	AlphaI	AlphaD	GammaI	GammaD	OmegaP	OmegaI	OmegaP	H	To
0.010000	0.017000	0.000000	0.050000	0.035000	0.000000	2.513270	2.010620	0.000000	0.500000	5.000000
SaidaP	SaidaI	SaidaD	J	Kp	Ki	Kd
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043150	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043367	0.000000	0.000000	0.400000	0.200000	0.000000
-4.314955	-0.043367	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043367	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.336747	-0.043476	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043476	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.380333	-0.043694	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043694	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.043803	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.445711	-0.044239	0.000000	0.000000	0.400000	0.200000	0.000000
-4.445711	-0.044457	0.000000	0.000000	0.400000	0.200000	0.000000
-4.445711	-0.044457	0.000000	0.000000	0.400000	0.200000	0.000000
-4.489296	-0.044675	0.000000	0.000000	0.400000	0.200000	0.000000
-4.489296	-0.044893	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045111	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.576467	-0.045547	0.000000	0.000000	0.400000	0.200000	0.000000
-4.576467	-0.045765	0.000000	0.000000	0.400000	0.200000	0.000000
-4.576467	-0.045765	0.000000	0.000000	0.400000	0.200000	0.000000
-4.576467	-0.045765	0.000000	0.000000	0.400000	0.200000	0.000000
-4.576467	-0.045765	0.000000	0.000000	0.400000	0.200000	0.000000
-4.576467	-0.045765	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045547	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.576467	-0.045547	0.000000	0.000000	0.400000	0.200000	0.000000
-4.663638	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.750809	-0.047072	0.000000	0.000000	0.400000	0.200000	0.000000
-4.837979	-0.047944	0.000000	0.000000	0.400000	0.200000	0.000000
-4.837979	-0.048380	0.000000	0.000000	0.400000	0.200000	0.000000
-4.837979	-0.048380	0.000000	0.000000	0.400000	0.200000	0.000000
-4.837979	-0.048380	0.000000	0.000000	0.400000	0.200000	0.000000
-4.837979	-0.048380	0.000000	0.000000	0.400000	0.200000	0.000000
-4.837979	-0.048380	0.000000	0.000000	0.400000	0.200000	0.000000
-4.837979	-0.048380	0.000000	0.000000	0.400000	0.200000	0.000000
-4.794394	-0.048162	0.000000	0.000000	0.400000	0.200000	0.000000
-4.794394	-0.047944	0.000000	0.000000	0.400000	0.200000	0.000000
-4.794394	-0.047944	0.000000	0.000000	0.400000	0.200000	0.000000
-4.794394	-0.047944	0.000000	0.000000	0.400000	0.200000	0.000000
-4.794394	-0.047944	0.000000	0.000000	0.400000	0.200000	0.000000
-4.794394	-0.047944	0.000000	0.000000	0.400000	0.200000	0.000000
-4.794394	-0.047944	0.000000	0.000000	0.400000	0.200000	0.000000
-4.750809	-0.047726	0.000000	0.000000	0.400000	0.200000	0.000000
-4.750809	-0.047508	0.000000	0.000000	0.400000	0.200000	0.000000
-4.707223	-0.047290	0.000000	0.000000	0.400000	0.200000	0.000000
-4.707223	-0.047072	0.000000	0.000000	0.400000	0.200000	0.000000
-4.707223	-0.047072	0.000000	0.000000	0.400000	0.200000	0.000000
-4.663638	-0.046854	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046418	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.576467	-0.045983	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.045983	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.598260	-0.046092	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046092	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.663638	-0.046418	0.000000	0.000000	0.400000	0.200000	0.000000
-4.663638	-0.046636	0.000000	0.000000	0.400000	0.200000	0.000000
-4.663638	-0.046636	0.000000	0.000000	0.400000	0.200000	0.000000
-4.750809	-0.047072	0.000000	0.000000	0.400000	0.200000	0.000000
-4.881565	-0.048162	0.000000	0.000000	0.400000	0.200000	0.000000
-4.881565	-0.048816	0.000000	0.000000	0.400000	0.200000	0.000000
-4.881565	-0.048816	0.000000	0.000000	0.400000	0.200000	0.000000
-4.881565	-0.048816	0.000000	0.000000	0.400000	0.200000	0.000000
-4.881565	-0.048816	0.000000	0.000000	0.400000	0.200000	0.000000
-4.881565	-0.048816	0.000000	0.000000	0.400000	0.200000	0.000000
-4.881565	-0.048816	0.000000	0.000000	0.400000	0.200000	0.000000
-4.837979	-0.048598	0.000000	0.000000	0.400000	0.200000	0.000000
-4.837979	-0.048380	0.000000	0.000000	0.400000	0.200000	0.000000
-4.837979	-0.048380	0.000000	0.000000	0.400000	0.200000	0.000000
-4.837979	-0.048380	0.000000	0.000000	0.400000	0.200000	0.000000
-4.794394	-0.048162	0.000000	0.000000	0.400000	0.200000	0.000000
-4.772601	-0.047835	0.000000	0.000000	0.400000	0.200000	0.000000
-4.707223	-0.047399	0.000000	0.000000	0.400000	0.200000	0.000000
-4.707223	-0.047072	0.000000	0.000000	0.400000	0.200000	0.000000
-4.663638	-0.046854	0.000000	0.000000	0.400000	0.200000	0.000000
-4.576467	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.576467	-0.045765	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045547	0.000000	0.000000	0.400000	0.200000	0.000000
-4.489296	-0.045111	0.000000	0.000000	0.400000	0.200000	0.000000
-4.445711	-0.044675	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.336747	-0.043476	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043476	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.358540	-0.043585	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.043803	0.000000	0.000000	0.400000	0.200000	0.000000
-4.402125	-0.044021	0.000000	0.000000	0.400000	0.200000	0.000000
-4.445711	-0.044239	0.000000	0.000000	0.400000	0.200000	0.000000
-4.445711	-0.044457	0.000000	0.000000	0.400000	0.200000	0.000000
-4.489296	-0.044675	0.000000	0.000000	0.400000	0.200000	0.000000
-4.576467	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.045983	0.000000	0.000000	0.400000	0.200000	0.000000
-4.707223	-0.046636	0.000000	0.000000	0.400000	0.200000	0.000000
-4.837979	-0.047726	0.000000	0.000000	0.400000	0.200000	0.000000
-4.881565	-0.048598	0.000000	0.000000	0.400000	0.200000	0.000000
-4.925150	-0.049034	0.000000	0.000000	0.400000	0.200000	0.000000
-4.925150	-0.049252	0.000000	0.000000	0.400000	0.200000	0.000000
-4.881565	-0.049034	0.000000	0.000000	0.400000	0.200000	0.000000
-4.837979	-0.048598	0.000000	0.000000	0.400000	0.200000	0.000000
-4.837979	-0.048380	0.000000	0.000000	0.400000	0.200000	0.000000
-4.837979	-0.048380	0.000000	0.000000	0.400000	0.200000	0.000000
-4.837979	-0.048380	0.000000	0.000000	0.400000	0.200000	0.000000
-4.794394	-0.048162	0.000000	0.000000	0.400000	0.200000	0.000000
-4.750809	-0.047726	0.000000	0.000000	0.400000	0.200000	0.000000
-4.707223	-0.047290	0.000000	0.000000	0.400000	0.200000	0.000000
-4.707223	-0.047072	0.000000	0.000000	0.400000	0.200000	0.000000
-4.663638	-0.046854	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046418	0.000000	0.000000	0.400000	0.200000	0.000000
-4.576467	-0.045983	0.000000	0.000000	0.400000	0.200000	0.000000
-4.576467	-0.045765	0.000000	0.000000	0.400000	0.200000	0.000000
-4.576467	-0.045765	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045547	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.489296	-0.045111	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045111	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.489296	-0.045111	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045111	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
-4.576467	-0.045547	0.000000	0.000000	0.400000	0.200000	0.000000
-4.576467	-0.045765	0.000000	0.000000	0.400000	0.200000	0.000000
-4.576467	-0.045765	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.045983	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.663638	-0.046418	0.000000	0.000000	0.400000	0.200000	0.000000
-4.663638	-0.046636	0.000000	0.000000	0.400000	0.200000	0.000000
-4.663638	-0.046636	0.000000	0.000000	0.400000	0.200000	0.000000
-4.663638	-0.046636	0.000000	0.000000	0.400000	0.200000	0.000000
-4.663638	-0.046636	0.000000	0.000000	0.400000	0.200000	0.000000
-4.663638	-0.046636	0.000000	0.000000	0.400000	0.200000	0.000000
-4.663638	-0.046636	0.000000	0.000000	0.400000	0.200000	0.000000
-4.663638	-0.046636	0.000000	0.000000	0.400000	0.200000	0.000000
-4.663638	-0.046636	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046418	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.620052	-0.046201	0.000000	0.000000	0.400000	0.200000	0.000000
-4.576467	-0.045983	0.000000	0.000000	0.400000	0.200000	0.000000
-4.576467	-0.045765	0.000000	0.000000	0.400000	0.200000	0.000000
-4.576467	-0.045765	0.000000	0.000000	0.400000	0.200000	0.000000
-4.576467	-0.045765	0.000000	0.000000	0.400000	0.200000	0.000000
-4.576467	-0.045765	0.000000	0.000000	0.400000	0.200000	0.000000
-4.576467	-0.045765	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045547	0.000000	0.000000	0.400000	0.200000	0.000000
-4.532882	-0.045329	0.000000	0.000000	0.400000	0.200000	0.000000
