OffsetCorrenteCH1	OffsetCorrenteCH2	MaxCH1	MaxCH2	LadoControlado	Referencia	Frequencia	Duracao
6.000000	12.000000	20.000000	19.000000	1.000000	1.000000	50.000000	400.000000
ArmAngle	AngAlvo	dtAmost	dtSum	AmpCH1	AmpCH2
0.000000	0.000000	2067.900000	926317.850000	0.000000	0.000000
0.000000	0.000000	238.300000	926556.150000	0.000000	0.000000
0.000000	0.000000	98.050000	926654.200000	0.000000	0.000000
0.000000	0.000000	4.800000	926659.000000	0.000000	0.000000
0.000000	0.000000	4.300000	926663.300000	0.000000	0.000000
0.000000	0.000000	4.750000	926668.050000	0.000000	0.000000
0.000000	0.000000	6.200000	926674.250000	0.000000	0.000000
0.000000	0.000000	4.750000	926679.000000	0.000000	0.000000
0.000000	0.000000	3.950000	926682.950000	0.000000	0.000000
0.000000	0.000000	5.350000	926688.300000	0.000000	0.000000
0.000000	0.000000	4.750000	926693.050000	0.000000	0.000000
0.000000	0.000000	5.300000	926698.350000	0.000000	0.000000
0.000000	0.000000	5.100000	926703.450000	0.000000	0.000000
0.000000	0.000000	4.650000	926708.100000	0.000000	0.000000
0.000000	0.000000	3.850000	926711.950000	0.000000	0.000000
0.000000	0.000000	5.300000	926717.250000	0.000000	0.000000
0.000000	0.000000	7.900000	926725.150000	0.000000	0.000000
0.000000	0.000000	3.050000	926728.200000	0.000000	0.000000
0.000000	0.000000	3.900000	926732.100000	0.000000	0.000000
0.000000	0.000000	5.200000	926737.300000	0.000000	0.000000
0.000000	0.000000	4.750000	926742.050000	0.000000	0.000000
0.000000	0.000000	5.350000	926747.400000	0.000000	0.000000
0.000000	0.000000	3.850000	926751.250000	0.000000	0.000000
0.000000	0.000000	5.150000	926756.400000	0.000000	0.000000
0.000000	0.000000	4.750000	926761.150000	0.000000	0.000000
0.000000	0.000000	3.900000	926765.050000	0.000000	0.000000
0.000000	0.000000	5.300000	926770.350000	0.000000	0.000000
0.000000	0.000000	7.850000	926778.200000	0.000000	0.000000
0.000000	0.000000	3.050000	926781.250000	0.000000	0.000000
0.000000	0.000000	3.900000	926785.150000	0.000000	0.000000
0.000000	0.000000	5.200000	926790.350000	0.000000	0.000000
0.000000	0.000000	4.700000	926795.050000	0.000000	0.000000
0.000000	0.000000	5.200000	926800.250000	0.000000	0.000000
0.000000	0.000000	3.850000	926804.100000	0.000000	0.000000
0.000000	0.000000	5.200000	926809.300000	0.000000	0.000000
0.000000	0.000000	4.700000	926814.000000	0.000000	0.000000
0.000000	0.000000	5.250000	926819.250000	0.000000	0.000000
0.000000	0.000000	4.700000	926823.950000	0.000000	0.000000
0.000000	0.000000	6.250000	926830.200000	0.000000	0.000000
0.000000	0.000000	2.100000	926832.300000	0.000000	0.000000
0.000000	0.000000	4.700000	926837.000000	0.000000	0.000000
0.000000	0.000000	5.300000	926842.300000	0.000000	0.000000
0.000000	0.000000	4.750000	926847.050000	0.000000	0.000000
0.000000	0.000000	3.950000	926851.000000	0.000000	0.000000
0.000000	0.000000	5.350000	926856.350000	0.000000	0.000000
0.000000	0.000000	4.750000	926861.100000	0.000000	0.000000
0.000000	0.000000	5.200000	926866.300000	0.000000	0.000000
0.000000	0.000000	4.700000	926871.000000	0.000000	0.000000
0.000000	0.000000	5.250000	926876.250000	0.000000	0.000000
0.000000	0.000000	5.950000	926882.200000	0.000000	0.000000
0.000000	0.000000	3.100000	926885.300000	0.000000	0.000000
0.000000	0.000000	4.700000	926890.000000	0.000000	0.000000
0.000000	0.000000	5.300000	926895.300000	0.000000	0.000000
0.000000	0.000000	4.700000	926900.000000	0.000000	0.000000
0.000000	0.000000	4.300000	926904.300000	0.000000	0.000000
0.000000	0.000000	3.900000	926908.200000	0.000000	0.000000
0.000000	0.000000	5.150000	926913.350000	0.000000	0.000000
0.000000	0.000000	3.900000	926917.250000	0.000000	0.000000
0.000000	0.000000	5.150000	926922.400000	0.000000	0.000000
0.000000	0.000000	4.750000	926927.150000	0.000000	0.000000
0.000000	0.000000	7.050000	926934.200000	0.000000	0.000000
0.000000	0.000000	3.100000	926937.300000	0.000000	0.000000
0.000000	0.000000	5.100000	926942.400000	0.000000	0.000000
0.000000	0.000000	3.950000	926946.350000	0.000000	0.000000
0.000000	0.000000	4.700000	926951.050000	0.000000	0.000000
0.000000	0.000000	5.350000	926956.400000	0.000000	0.000000
0.000000	0.000000	4.700000	926961.100000	0.000000	0.000000
0.000000	0.000000	5.200000	926966.300000	0.000000	0.000000
0.000000	0.000000	4.800000	926971.100000	0.000000	0.000000
0.000000	0.000000	5.200000	926976.300000	0.000000	0.000000
0.000000	0.000000	5.100000	926981.400000	0.000000	0.000000
0.000000	0.000000	4.750000	926986.150000	0.000000	0.000000
0.000000	0.000000	5.200000	926991.350000	0.000000	0.000000
0.000000	0.000000	4.650000	926996.000000	0.000000	0.000000
0.000000	0.000000	99.150000	927095.150000	0.000000	0.000000
0.000000	0.000000	3.850000	927099.000000	0.000000	0.000000
0.000000	0.000000	5.300000	927104.300000	0.000000	0.000000
0.000000	0.000000	4.750000	927109.050000	0.000000	0.000000
0.000000	0.000000	3.950000	927113.000000	0.000000	0.000000
0.000000	0.000000	5.350000	927118.350000	0.000000	0.000000
0.000000	0.000000	4.700000	927123.050000	0.000000	0.000000
0.000000	0.000000	5.300000	927128.350000	0.000000	0.000000
0.000000	0.000000	4.750000	927133.100000	0.000000	0.000000
0.000000	0.000000	5.200000	927138.300000	0.000000	0.000000
0.000000	0.000000	4.650000	927142.950000	0.000000	0.000000
