OffsetCorrenteCH1	OffsetCorrenteCH2	MaxCH1	MaxCH2	LadoControlado	Referencia	Frequencia	Duracao
9.000000	10.000000	17.000000	30.000000	0.000000	1.000000	50.000000	400.000000
ArmAngle	AngAlvo	dtAmost	dtSum	AmpCH1	AmpCH2
0.000000	0.000000	20.500000	3748383.050000	0.000000	0.000000
0.000000	0.000000	19.900000	3748402.950000	0.000000	0.000000
0.000000	0.000000	20.300000	3748423.250000	0.000000	0.000000
0.000000	0.000000	19.850000	3748443.100000	0.000000	0.000000
0.000000	0.000000	20.300000	3748463.400000	0.000000	0.000000
0.000000	0.000000	19.850000	3748483.250000	0.000000	0.000000
0.000000	0.000000	19.100000	3748502.350000	0.000000	0.000000
0.000000	0.000000	20.500000	3748522.850000	0.000000	0.000000
0.000000	0.000000	19.850000	3748542.700000	0.000000	0.000000
0.000000	0.000000	20.000000	3748562.700000	0.000000	0.000000
0.000000	0.000000	21.450000	3748584.150000	0.000000	0.000000
0.000000	0.000000	19.000000	3748603.150000	0.000000	0.000000
0.000000	0.000000	25.550000	3748628.700000	0.000000	0.000000
0.000000	0.000000	19.750000	3748648.450000	0.000000	0.000000
0.000000	0.000000	19.950000	3748668.400000	0.000000	0.000000
0.000000	0.000000	19.050000	3748687.450000	0.000000	0.000000
0.000000	0.000000	20.400000	3748707.850000	0.000000	0.000000
0.000000	0.000000	19.850000	3748727.700000	0.000000	0.000000
0.000000	0.000000	21.200000	3748748.900000	0.000000	0.000000
0.000000	0.000000	19.050000	3748767.950000	0.000000	0.000000
0.000000	0.000000	20.300000	3748788.250000	0.000000	0.000000
0.000000	0.000000	19.950000	3748808.200000	0.000000	0.000000
0.000000	0.000000	19.900000	3748828.100000	0.000000	0.000000
0.000000	0.000000	29.550000	3748857.650000	0.000000	0.000000
0.000000	0.000000	18.900000	3748876.550000	0.000000	0.000000
0.000000	0.000000	19.950000	3748896.500000	0.000000	0.000000
0.000000	0.000000	19.900000	3748916.400000	0.000000	0.000000
0.000000	0.000000	20.400000	3748936.800000	0.000000	0.000000
0.000000	0.000000	19.950000	3748956.750000	0.000000	0.000000
0.000000	0.000000	29.450000	3748986.200000	0.000000	0.000000
0.000000	0.000000	19.650000	3749005.850000	0.000000	0.000000
0.000000	0.000000	19.850000	3749025.700000	0.000000	0.000000
0.000000	0.000000	20.300000	3749046.000000	0.000000	0.000000
0.000000	0.000000	19.950000	3749065.950000	0.000000	0.000000
0.000000	0.000000	19.950000	3749085.900000	0.000000	0.000000
0.000000	0.000000	20.500000	3749106.400000	0.000000	0.000000
0.000000	0.000000	28.700000	3749135.100000	0.000000	0.000000
0.000000	0.000000	20.450000	3749155.550000	0.000000	0.000000
0.000000	0.000000	19.050000	3749174.600000	0.000000	0.000000
0.000000	0.000000	19.950000	3749194.550000	0.000000	0.000000
0.000000	0.000000	20.350000	3749214.900000	0.000000	0.000000
0.000000	0.000000	19.950000	3749234.850000	0.000000	0.000000
0.000000	0.000000	20.500000	3749255.350000	0.000000	0.000000
0.000000	0.000000	19.900000	3749275.250000	0.000000	0.000000
0.000000	0.000000	19.150000	3749294.400000	0.000000	0.000000
0.000000	0.000000	22.100000	3749316.500000	0.000000	0.000000
0.000000	0.000000	18.250000	3749334.750000	0.000000	0.000000
0.000000	0.000000	20.700000	3749355.450000	0.000000	0.000000
0.000000	0.000000	29.450000	3749384.900000	0.000000	0.000000
0.000000	0.000000	19.650000	3749404.550000	0.000000	0.000000
0.000000	0.000000	19.850000	3749424.400000	0.000000	0.000000
0.000000	0.000000	19.850000	3749444.250000	0.000000	0.000000
0.000000	0.000000	20.300000	3749464.550000	0.000000	0.000000
0.000000	0.000000	19.950000	3749484.500000	0.000000	0.000000
0.000000	0.000000	43.700000	3749528.200000	0.000000	0.000000
0.000000	0.000000	1.950000	3749530.150000	0.000000	0.000000
0.000000	0.000000	19.700000	3749549.850000	0.000000	0.000000
0.000000	0.000000	19.050000	3749568.900000	0.000000	0.000000
0.000000	0.000000	20.300000	3749589.200000	0.000000	0.000000
0.000000	0.000000	19.900000	3749609.100000	0.000000	0.000000
0.000000	0.000000	30.300000	3749639.400000	0.000000	0.000000
0.000000	0.000000	19.850000	3749659.250000	0.000000	0.000000
0.000000	0.000000	20.000000	3749679.250000	0.000000	0.000000
0.000000	0.000000	19.500000	3749698.750000	0.000000	0.000000
0.000000	0.000000	19.850000	3749718.600000	0.000000	0.000000
0.000000	0.000000	20.400000	3749739.000000	0.000000	0.000000
0.000000	0.000000	19.850000	3749758.850000	0.000000	0.000000
0.000000	0.000000	30.300000	3749789.150000	0.000000	0.000000
0.000000	0.000000	20.300000	3749809.450000	0.000000	0.000000
0.000000	0.000000	19.050000	3749828.500000	0.000000	0.000000
0.000000	0.000000	20.400000	3749848.900000	0.000000	0.000000
0.000000	0.000000	19.950000	3749868.850000	0.000000	0.000000
0.000000	0.000000	20.400000	3749889.250000	0.000000	0.000000
0.000000	0.000000	28.350000	3749917.600000	0.000000	0.000000
0.000000	0.000000	20.500000	3749938.100000	0.000000	0.000000
0.000000	0.000000	19.100000	3749957.200000	0.000000	0.000000
0.000000	0.000000	19.150000	3749976.350000	0.000000	0.000000
0.000000	0.000000	20.300000	3749996.650000	0.000000	0.000000
0.000000	0.000000	24.550000	3750021.200000	0.000000	0.000000
0.000000	0.000000	20.750000	3750041.950000	0.000000	0.000000
0.000000	0.000000	19.900000	3750061.850000	0.000000	0.000000
0.000000	0.000000	20.600000	3750082.450000	0.000000	0.000000
0.000000	0.000000	19.150000	3750101.600000	0.000000	0.000000
