PIDRelay
Kp	Ki	Kd	Kr
0.400000	0.200000	0.000000	0.100000
SaidaP	SaidaI	SaidaD	SaidaR
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.319883	-0.062981	0.000000	0.000000
-6.363468	-0.063417	0.000000	0.000000
-6.319883	-0.063417	0.000000	0.000000
-6.319883	-0.063199	0.000000	0.000000
-6.319883	-0.063199	0.000000	0.000000
-6.319883	-0.063199	0.000000	0.000000
-6.319883	-0.063199	0.000000	0.000000
-6.319883	-0.063199	0.000000	0.000000
-6.319883	-0.063199	0.000000	0.000000
-6.319883	-0.063199	0.000000	0.000000
-6.319883	-0.063199	0.000000	0.000000
-6.319883	-0.063199	0.000000	0.000000
-6.319883	-0.063199	0.000000	0.000000
-6.319883	-0.063199	0.000000	0.000000
-6.319883	-0.063199	0.000000	0.000000
-6.319883	-0.063199	0.000000	0.000000
-6.319883	-0.063199	0.000000	0.000000
-6.319883	-0.063199	0.000000	0.000000
-6.319883	-0.063199	0.000000	0.000000
-6.319883	-0.063199	0.000000	0.000000
-6.319883	-0.063199	0.000000	0.000000
-6.319883	-0.063199	0.000000	0.000000
-6.319883	-0.063199	0.000000	0.000000
-6.319883	-0.063199	0.000000	0.000000
-6.319883	-0.063199	0.000000	0.000000
-6.319883	-0.063199	0.000000	0.000000
-6.319883	-0.063199	0.000000	0.000000
-6.319883	-0.063199	0.000000	0.000000
-6.319883	-0.063199	0.000000	0.000000
-6.276298	-0.062981	0.000000	0.000000
-6.319883	-0.062981	0.000000	0.000000
-6.276298	-0.062981	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.062763	0.000000	0.000000
-6.276298	-0.125526	0.000000	0.000000
-6.276298	-0.188289	0.000000	0.000000
-6.276298	-0.251052	0.000000	0.000000
-6.276298	-0.313815	0.000000	0.000000
-6.276298	-0.376578	0.000000	0.000000
-5.927614	-0.437597	0.000000	0.000000
-5.753273	-0.496002	0.000000	0.000000
-5.535346	-0.552445	0.000000	0.000000
-5.404590	-0.607145	0.000000	0.000000
-5.404590	-0.661191	0.000000	0.000000
-5.404590	-0.715236	0.000000	0.000000
-5.404590	-0.769282	0.000000	0.000000
-5.361004	-0.823110	0.000000	0.000000
-5.361004	-0.876720	0.000000	0.000000
-5.361004	-0.930330	0.000000	0.000000
-5.361004	-0.983940	0.000000	0.000000
-5.361004	-1.037550	0.000000	0.000000
-5.317419	-1.090943	0.000000	0.000000
-5.317419	-1.144117	0.000000	0.000000
-5.317419	-1.197291	0.000000	0.000000
