OffsetCorrenteCH1	OffsetCorrenteCH2	MaxCH1	MaxCH2	LadoControlado	Referencia	Frequencia	Duracao
10.000000	14.000000	35.000000	37.000000	0.000000	1.000000	50.000000	400.000000
ArmAngle	AngAlvo	dtAmost	dtSum	AmpCH1	AmpCH2
15.254890	0.000000	29.400000	6799337.850002	0.000000	0.000000
15.254890	0.000000	19.600000	6799357.450002	0.000000	0.000000
15.254890	0.000000	19.850000	6799377.300002	0.000000	0.000000
15.254890	0.000000	20.300000	6799397.600002	0.000000	0.000000
15.254890	0.000000	68.700000	6799466.300002	0.000000	0.000000
15.254890	0.000000	13.550000	6799479.850002	0.000000	0.000000
15.254890	0.000000	23.650000	6799503.500002	0.000000	0.000000
15.254890	0.000000	14.000000	6799517.500002	0.000000	0.000000
15.254890	0.000000	19.100000	6799536.600002	0.000000	0.000000
15.254890	0.000000	19.900000	6799556.500002	0.000000	0.000000
15.254890	0.000000	19.900000	6799576.400002	0.000000	0.000000
15.254890	0.000000	19.950000	6799596.350002	0.000000	0.000000
15.254890	0.000000	20.400000	6799616.750002	0.000000	0.000000
15.254890	0.000000	19.850000	6799636.600002	0.000000	0.000000
15.254890	0.000000	20.700000	6799657.300002	0.000000	0.000000
15.254890	0.000000	19.150000	6799676.450002	0.000000	0.000000
15.309372	0.000000	20.450000	6799696.900002	0.000000	0.000000
15.254890	0.000000	19.850000	6799716.750002	0.000000	0.000000
15.309372	0.000000	19.050000	6799735.800002	0.000000	0.000000
15.254890	0.000000	20.400000	6799756.200002	0.000000	0.000000
15.254890	0.000000	20.650000	6799776.850002	0.000000	0.000000
15.254890	0.000000	19.100000	6799795.950002	0.000000	0.000000
15.254890	0.000000	19.950000	6799815.900002	0.000000	0.000000
15.254890	0.000000	19.950000	6799835.850002	0.000000	0.000000
15.363853	0.000000	20.350000	6799856.200002	0.000000	0.000000
15.309372	0.000000	19.900000	6799876.100002	0.000000	0.000000
15.309372	0.000000	19.850000	6799895.950002	0.000000	0.000000
15.363853	0.000000	20.300000	6799916.250002	0.000000	0.000000
15.254890	0.000000	24.700000	6799940.950002	0.000000	0.000000
15.363853	0.000000	19.100000	6799960.050002	0.000000	0.000000
15.363853	0.000000	22.150000	6799982.200002	0.000000	0.000000
15.363853	0.000000	18.200000	6800000.400002	0.000000	0.000000
15.363853	0.000000	21.500000	6800021.900002	0.000000	0.000000
15.363853	0.000000	19.550000	6800041.450002	0.000000	0.000000
15.363853	0.000000	19.850000	6800061.300002	0.000000	0.000000
15.363853	0.000000	23.950000	6800085.250002	0.000000	0.000000
15.363853	0.000000	21.450000	6800106.700002	0.000000	0.000000
15.363853	0.000000	18.900000	6800125.600002	0.000000	0.000000
15.363853	0.000000	19.850000	6800145.450002	0.000000	0.000000
15.363853	0.000000	19.900000	6800165.350002	0.000000	0.000000
15.363853	0.000000	20.300000	6800185.650002	0.000000	0.000000
15.363853	0.000000	20.650000	6800206.300002	0.000000	0.000000
15.363853	0.000000	19.100000	6800225.400002	0.000000	0.000000
15.363853	0.000000	19.950000	6800245.350002	0.000000	0.000000
15.363853	0.000000	20.350000	6800265.700002	0.000000	0.000000
15.363853	0.000000	19.850000	6800285.550002	0.000000	0.000000
15.363853	0.000000	20.350000	6800305.900002	0.000000	0.000000
15.309372	0.000000	19.850000	6800325.750002	0.000000	0.000000
15.254890	0.000000	19.900000	6800345.650002	0.000000	0.000000
15.363853	0.000000	19.800000	6800365.450002	0.000000	0.000000
15.254890	0.000000	20.350000	6800385.800002	0.000000	0.000000
15.254890	0.000000	20.450000	6800406.250002	0.000000	0.000000
15.254890	0.000000	25.500000	6800431.750002	0.000000	0.000000
15.254890	0.000000	19.100000	6800450.850002	0.000000	0.000000
15.254890	0.000000	34.200000	6800485.050002	0.000000	0.000000
15.254890	0.000000	19.050000	6800504.100002	0.000000	0.000000
15.254890	0.000000	20.650000	6800524.750002	0.000000	0.000000
15.254890	0.000000	18.250000	6800543.000002	0.000000	0.000000
15.254890	0.000000	19.900000	6800562.900002	0.000000	0.000000
15.254890	0.000000	23.900000	6800586.800002	0.000000	0.000000
15.254890	0.000000	19.050000	6800605.850002	0.000000	0.000000
15.254890	0.000000	20.350000	6800626.200002	0.000000	0.000000
15.254890	0.000000	19.850000	6800646.050002	0.000000	0.000000
15.254890	0.000000	20.650000	6800666.700002	0.000000	0.000000
15.254890	0.000000	20.350000	6800687.050002	0.000000	0.000000
15.254890	0.000000	19.900000	6800706.950002	0.000000	0.000000
15.254890	0.000000	19.050000	6800726.000002	0.000000	0.000000
15.254890	0.000000	19.950000	6800745.950002	0.000000	0.000000
15.254890	0.000000	19.900000	6800765.850002	0.000000	0.000000
15.254890	0.000000	19.900000	6800785.750002	0.000000	0.000000
15.254890	0.000000	20.300000	6800806.050002	0.000000	0.000000
15.254890	0.000000	19.950000	6800826.000002	0.000000	0.000000
15.254890	0.000000	19.900000	6800845.900002	0.000000	0.000000
15.254890	0.000000	19.900000	6800865.800002	0.000000	0.000000
15.254890	0.000000	20.350000	6800886.150002	0.000000	0.000000
15.254890	0.000000	20.650000	6800906.800002	0.000000	0.000000
15.254890	0.000000	19.150000	6800925.950002	0.000000	0.000000
15.254890	0.000000	20.350000	6800946.300002	0.000000	0.000000
15.254890	0.000000	19.950000	6800966.250002	0.000000	0.000000
15.254890	0.000000	19.900000	6800986.150002	0.000000	0.000000
15.254890	0.000000	19.950000	6801006.100002	0.000000	0.000000
15.254890	0.000000	20.350000	6801026.450002	0.000000	0.000000
15.363853	0.000000	19.900000	6801046.350002	0.000000	0.000000
15.254890	0.000000	22.000000	6801068.350002	0.000000	0.000000
15.309372	0.000000	28.400000	6801096.750002	0.000000	0.000000
15.254890	0.000000	19.750000	6801116.500002	0.000000	0.000000
15.309372	0.000000	35.900000	6801152.400002	0.000000	0.000000
15.254890	0.000000	20.000000	6801172.400002	0.000000	0.000000
15.254890	0.000000	27.600000	6801200.000002	0.000000	0.000000
15.254890	0.000000	19.100000	6801219.100002	0.000000	0.000000
15.254890	0.000000	20.500000	6801239.600002	0.000000	0.000000
15.254890	0.000000	19.750000	6801259.350002	0.000000	0.000000
15.254890	0.000000	29.300000	6801288.650002	0.000000	0.000000
15.254890	0.000000	19.850000	6801308.500002	0.000000	0.000000
15.254890	0.000000	19.900000	6801328.400002	0.000000	0.000000
15.254890	0.000000	19.950000	6801348.350002	0.000000	0.000000
15.254890	0.000000	22.050000	6801370.400002	0.000000	0.000000
15.254890	0.000000	18.200000	6801388.600002	0.000000	0.000000
15.254890	0.000000	19.900000	6801408.500002	0.000000	0.000000
15.254890	0.000000	19.900000	6801428.400002	0.000000	0.000000
15.254890	0.000000	20.300000	6801448.700002	0.000000	0.000000
15.254890	0.000000	19.900000	6801468.600002	0.000000	0.000000
15.254890	0.000000	19.900000	6801488.500002	0.000000	0.000000
15.254890	0.000000	20.300000	6801508.800002	0.000000	0.000000
15.254890	0.000000	19.900000	6801528.700002	0.000000	0.000000
15.254890	0.000000	19.850000	6801548.550002	0.000000	0.000000
15.254890	0.000000	19.900000	6801568.450002	0.000000	0.000000
15.254890	0.000000	20.350000	6801588.800002	0.000000	0.000000
15.254890	0.000000	19.900000	6801608.700002	0.000000	0.000000
15.254890	0.000000	19.900000	6801628.600002	0.000000	0.000000
15.254890	0.000000	19.950000	6801648.550002	0.000000	0.000000
15.254890	0.000000	20.500000	6801669.050002	0.000000	0.000000
15.254890	0.000000	19.900000	6801688.950002	0.000000	0.000000
15.254890	0.000000	19.950000	6801708.900002	0.000000	0.000000
15.254890	0.000000	21.100000	6801730.000002	0.000000	0.000000
15.254890	0.000000	18.100000	6801748.100002	0.000000	0.000000
15.254890	0.000000	19.850000	6801767.950002	0.000000	0.000000
15.254890	0.000000	19.900000	6801787.850002	0.000000	0.000000
15.254890	0.000000	20.300000	6801808.150002	0.000000	0.000000
15.254890	0.000000	19.850000	6801828.000002	0.000000	0.000000
15.254890	0.000000	19.900000	6801847.900002	0.000000	0.000000
15.254890	0.000000	20.300000	6801868.200002	0.000000	0.000000
15.254890	0.000000	19.850000	6801888.050002	0.000000	0.000000
15.254890	0.000000	19.900000	6801907.950002	0.000000	0.000000
15.254890	0.000000	20.350000	6801928.300002	0.000000	0.000000
15.254890	0.000000	19.850000	6801948.150002	0.000000	0.000000
15.254890	0.000000	19.900000	6801968.050002	0.000000	0.000000
15.254890	0.000000	20.300000	6801988.350002	0.000000	0.000000
15.254890	0.000000	19.850000	6802008.200002	0.000000	0.000000
15.254890	0.000000	19.900000	6802028.100002	0.000000	0.000000
15.254890	0.000000	20.000000	6802048.100002	0.000000	0.000000
15.254890	0.000000	20.350000	6802068.450002	0.000000	0.000000
15.254890	0.000000	21.950000	6802090.400002	0.000000	0.000000
